#bugNames	pValuesTime	pValuesVolume	pValuesGroup	pValuesFobVsDIO	pValuesFobVsHCCR	pValuesFobVsLCCR	pValuesFobVsICR	pValuesHCCRVsLCCR	pValuesLog10VolumeWithDirection	bugIndex	corCoeffVolumeBug	pValuesAdjustedTime	pValuesAdjustedVolume	pValuesAdjustedGroup	pValuesFobVsDIOAdjusted	pValuesFobVsHCCRAdjusted	pValuesFobVsLCCRAdjusted	pValuesFobVsICRAdjusted	pValuesHCCRVsICCRAdjusted
"Bacteria, NA, NA, NA, NA, NA"	0.671453552	0.411335807	0.220692308	0.035541128	0.009790098	0.56780721	0.125145027	0.184740227	-0.385803483	44	0.064880893	0.982486862	0.75300421	0.364586926	0.333198078	0.259149652	0.790572575	0.361797481	0.661688018
"Bacteria, Patescibacteria, Saccharimonadia, Saccharimonadales, Saccharimonadaceae, Candidatus_Saccharimonas"	0.977379564	0.905398559	0.222354036	0.084466288	0.860645374	0.386170544	0.277517654	0.291165947	-0.043160201	97	0.081954016	0.990516246	0.974499611	0.365991497	0.432552051	0.965866238	0.694417991	0.519428397	0.737682423
"Bacteria, Bacteroidetes, Bacteroidia, Bacteroidales, Rikenellaceae, Alistipes"	0.887190023	0.838433275	0.223650048	0.127203611	0.932190264	0.150205045	0.783975363	0.116108717	-0.076531494	233	0.057223162	0.990516246	0.934235586	0.366786079	0.470267039	0.981717722	0.442761277	0.881587073	0.593737755
"Bacteria, Firmicutes, Clostridia, Clostridiales, NA, NA"	0.32803787	0.060085898	0.228524755	0.051405074	0.375197002	0.995493482	0.667935848	0.354923179	-1.221227442	297	0.196908891	0.929016493	0.356022796	0.373422698	0.40100413	0.758199805	0.995493482	0.813057827	0.756945167
"Bacteria, Firmicutes, Clostridia, Clostridiales, Ruminococcaceae, Ruminiclostridium_5"	0.627316009	0.566493891	0.233905344	0.721262356	0.089052476	0.465343033	0.896950295	0.202395908	0.246804769	278	-0.062387125	0.958706655	0.843082176	0.380835054	0.877210973	0.460616257	0.728714263	0.956322891	0.679524927
"Bacteria, Firmicutes, Clostridia, Clostridiales, NA, NA"	0.139931567	0.715111732	0.236231979	0.148822616	0.66874546	0.257323968	0.225014993	0.099968636	0.145626097	290	-0.040622001	0.899086628	0.913176419	0.382477719	0.473463124	0.896354448	0.571690194	0.472173528	0.578433664
"Bacteria, Firmicutes, Clostridia, Clostridiales, Ruminococcaceae, NA"	0.176039606	0.915861126	0.236610385	0.382190326	0.051234452	0.039678135	0.272869873	0.797473358	0.038170375	108	-0.046209734	0.899086628	0.978799449	0.382477719	0.658948839	0.433563795	0.240993281	0.516346158	0.950163356
"Bacteria, Firmicutes, NA, NA, NA, NA"	0.38697708	0.168675756	0.241845915	0.763794264	0.619494878	0.41758179	0.244539972	0.346976199	0.772947334	183	-0.127587011	0.950495723	0.515462528	0.389544669	0.901306539	0.868450764	0.703931293	0.481772048	0.756945167
"Bacteria, Firmicutes, Clostridia, Clostridiales, NA, NA"	0.908735481	0.930486565	0.243975699	0.14827187	0.147041468	0.158142452	0.894372582	0.816331299	0.031289893	175	-0.049404704	0.990516246	0.987410449	0.391576656	0.473463124	0.526753657	0.463131466	0.955834205	0.955201323
"Bacteria, Firmicutes, NA, NA, NA, NA"	0.182002018	0.025726701	0.249226027	0.538973144	0.016054672	0.389462454	0.470618725	0.079491578	-1.589615906	413	0.194820516	0.899086628	0.236790653	0.398584887	0.774313795	0.310793092	0.694417991	0.675952372	0.576954999
"Bacteria, Firmicutes, Clostridia, Clostridiales, Lachnospiraceae, NA"	0.625781479	0.428413274	0.252200189	0.31597564	0.04475597	0.009062669	0.457283999	0.603896843	-0.368137081	280	0.096129945	0.958706655	0.75300421	0.401844761	0.629155036	0.431875909	0.116778962	0.665652694	0.878835229
"Bacteria, NA, NA, NA, NA, NA"	0.291497101	0.062544111	0.253116775	0.703704461	0.019378838	0.211551487	0.240550853	0.16619263	-1.203813579	416	0.188461257	0.927934024	0.356022796	0.401844761	0.867580842	0.310793092	0.52711429	0.480980928	0.661688018
"Bacteria, Firmicutes, Clostridia, Clostridiales, Ruminococcaceae, Ruminiclostridium_5"	0.959251541	0.079998022	0.253937377	0.124430519	0.570764564	0.446515801	0.285351381	0.85241658	1.096920749	516	-0.194786328	0.990516246	0.361537449	0.401844761	0.470267039	0.847670145	0.720532516	0.527432266	0.964863319
"Bacteria, Firmicutes, Clostridia, Clostridiales, Ruminococcaceae, NA"	0.225226064	0.581220112	0.25661741	0.055100239	0.384137733	0.047730085	0.408234899	0.181956424	-0.235659367	229	0.064694737	0.899086628	0.84876962	0.404665916	0.41166014	0.758199805	0.2562651	0.634875654	0.661688018
"Bacteria, Firmicutes, Clostridia, Clostridiales, Lachnospiraceae, NA"	0.106215137	0.155612162	0.259147309	0.834780122	0.046717985	0.038023438	0.871030307	0.928983321	0.807956463	309	-0.131661266	0.899086628	0.494232994	0.407231486	0.930272651	0.433563795	0.234911928	0.941870964	0.985900242
"Bacteria, Firmicutes, Clostridia, Clostridiales, Ruminococcaceae, NA"	0.443660646	0.775658923	0.260320132	0.076478849	0.400197738	0.045647196	0.378480714	0.242759233	-0.110329207	461	0.02254869	0.950495723	0.916710589	0.407654095	0.432552051	0.768923712	0.251059577	0.609551366	0.695188469
"Bacteria, Firmicutes, Erysipelotrichia, Erysipelotrichales, Erysipelotrichaceae, NA"	0.110660754	0.065804589	0.270634649	0.485742353	0.191835989	0.024955397	0.008342264	0.349274851	1.181743822	435	-0.171043926	0.899086628	0.356557853	0.422339885	0.750593392	0.583813313	0.183737521	0.06816237	0.756945167
"Bacteria, Bacteroidetes, Bacteroidia, Bacteroidales, NA, NA"	0.073694165	0.363094208	0.272033393	0.071320465	0.437319628	0.442589124	0.852981102	0.967009259	-0.439980679	40	0.086003288	0.899086628	0.718225823	0.423058828	0.431062039	0.794847407	0.71801329	0.926974643	0.985900242
"Bacteria, Firmicutes, Clostridia, Clostridiales, NA, NA"	0.2540988	0.77596502	0.278443073	0.241482812	0.540719999	0.882166835	0.049991784	0.475598481	0.110157856	189	-0.025241288	0.927934024	0.916710589	0.43153892	0.560140544	0.822040539	0.949539958	0.212945096	0.855024331
"Bacteria, NA, NA, NA, NA, NA"	0.406994487	0.285811351	0.283618976	0.301810467	0.384427457	0.294431892	0.999492384	0.866429804	-0.543920528	491	0.046779065	0.950495723	0.666626618	0.438055336	0.614546199	0.758199805	0.609122859	0.999492384	0.969884109
"Bacteria, Firmicutes, Clostridia, Clostridiales, Ruminococcaceae, Ruminococcaceae_UCG-014"	0.836431063	0.002353449	0.284996165	0.342792344	0.124481124	0.043002041	0.098574382	0.502097321	-2.628295175	395	0.302402259	0.990516246	0.042456223	0.438680104	0.632337966	0.526753657	0.242424009	0.305418116	0.863324916
"Bacteria, Firmicutes, Erysipelotrichia, Erysipelotrichales, Erysipelotrichaceae, NA"	0.223926214	0.732893766	0.29151291	0.085613077	0.28933236	0.113713889	0.998949489	0.529261817	0.134958973	231	-0.031580688	0.899086628	0.916710589	0.447184771	0.432552051	0.688403419	0.373769313	0.999492384	0.871822701
"Bacteria, Bacteroidetes, Bacteroidia, Bacteroidales, Muribaculaceae, NA"	0.721758716	0.371477054	0.293279793	0.134797022	0.138420234	0.355815054	0.495198477	0.075262441	-0.430068007	49	0.086809818	0.990516246	0.722444954	0.448370124	0.470267039	0.526753657	0.675579388	0.700108191	0.574035568
"Bacteria, Firmicutes, Clostridia, Clostridiales, Ruminococcaceae, NA"	0.957637095	0.106042619	0.295622775	0.159284585	0.668498498	0.600813144	0.767320653	0.922542901	-0.974519553	136	0.153495454	0.990516246	0.419519485	0.450425241	0.473470343	0.896354448	0.80167671	0.869501544	0.985900242
"Bacteria, Firmicutes, Clostridia, Clostridiales, Lachnospiraceae, NA"	0.402114244	0.90967702	0.299254877	0.325509664	0.53743407	0.254034421	0.939963892	0.566799573	0.041112776	324	-0.010169399	0.950495723	0.974499611	0.454424072	0.62925846	0.821720257	0.571690194	0.978159392	0.878835229
"Bacteria, NA, NA, NA, NA, NA"	0.231322674	0.54978828	0.300370662	0.052576097	0.043080563	0.211760708	0.435168203	0.351328053	-0.259804522	336	0.07280331	0.899086628	0.840683454	0.454587814	0.40100413	0.431875909	0.52711429	0.662680344	0.756945167
"Bacteria, Firmicutes, Clostridia, Clostridiales, Lachnospiraceae, Lachnospiraceae_NK4A136_group"	0.762156691	0.000364778	0.303093246	0.024252362	0.328671708	0.089693844	0.927438868	0.169345157	3.437971397	130	-0.342986945	0.990516246	0.013709572	0.457174094	0.264361565	0.711422766	0.370660544	0.972732394	0.661688018
"Bacteria, Firmicutes, Clostridia, Clostridiales, Lachnospiraceae, NA"	0.898098688	0.985383238	0.304153851	0.611880236	0.857559101	0.983099233	0.69752356	0.831381434	-0.00639483	488	0.000645665	0.990516246	0.999547657	0.457244623	0.802758327	0.965866238	0.989557862	0.834869108	0.955201323
"Bacteria, Firmicutes, Clostridia, Clostridiales, Lachnospiraceae, ASF356"	0.207950075	0.78255782	0.308549842	0.213227393	0.263435035	0.093692466	0.015432955	0.601315857	0.106483564	499	-0.015880772	0.899086628	0.916710589	0.459936324	0.524887214	0.668148493	0.370660544	0.110480359	0.878835229
"Bacteria, Firmicutes, Clostridia, Clostridiales, NA, NA"	0.569833085	0.118891034	0.309105153	0.143956109	0.88267078	0.525522215	0.604181134	0.612261392	-0.924850897	649	0.146381853	0.956410607	0.450587026	0.459936324	0.472848532	0.975094714	0.767538225	0.77191414	0.878835229
"Bacteria, Bacteroidetes, Bacteroidia, Bacteroidales, Muribaculaceae, NA"	0.95562137	0.484866004	0.310012422	0.070105634	0.640360827	0.017290159	0.841196157	0.057972393	-0.314378265	141	0.073653149	0.990516246	0.798082365	0.459936324	0.431062039	0.875873472	0.16191797	0.923546114	0.512216184
"Bacteria, Firmicutes, NA, NA, NA, NA"	0.926347924	0.349117868	0.311020868	0.731503889	0.759705949	0.794247012	0.05004918	0.645231141	-0.457027923	31	0.067172882	0.990516246	0.712453205	0.459936324	0.882511394	0.924808725	0.89940854	0.212945096	0.88162093
"Bacteria, Bacteroidetes, Bacteroidia, Bacteroidales, Muribaculaceae, NA"	0.689543077	0.335380849	0.311981664	0.004747456	0.453467752	0.004851996	0.626874251	0.179248699	-0.474461741	101	0.095234138	0.982486862	0.69788511	0.459936324	0.189462981	0.796809582	0.108381501	0.785334131	0.661688018
"Bacteria, Firmicutes, Clostridia, Clostridiales, NA, NA"	0.268013897	0.063152602	0.312063226	0.299363083	0.08838555	0.672553321	0.236847127	0.177666694	1.199608748	598	-0.180916733	0.927934024	0.356022796	0.459936324	0.614546199	0.460616257	0.847809617	0.480980928	0.661688018
"Bacteria, Firmicutes, Clostridia, Clostridiales, NA, NA"	0.067456602	0.976997036	0.313404963	0.017764225	0.038758381	0.391650878	0.352543205	0.181557381	0.010106754	180	-0.003195019	0.899086628	0.999547657	0.460409245	0.225607218	0.425424363	0.694417991	0.586704744	0.661688018
"Bacteria, Firmicutes, Clostridia, Clostridiales, Ruminococcaceae, Ruminiclostridium"	0.233244203	0.18408645	0.318707158	0.878569889	0.768618807	0.351474967	0.087331488	0.188601936	0.734978178	239	-0.125961137	0.899086628	0.526906211	0.466678339	0.948097003	0.924808725	0.675579388	0.287492708	0.661688018
"Bacteria, NA, NA, NA, NA, NA"	0.846672855	0.20641201	0.323788901	0.629727091	0.053156477	0.401869241	0.23848785	0.210520393	0.685265036	549	-0.120349167	0.990516246	0.554117956	0.470637484	0.821383162	0.434161301	0.69978003	0.480980928	0.682058201
"Bacteria, NA, NA, NA, NA, NA"	0.826645269	0.182902719	0.323949412	0.004080578	0.079952195	0.112114561	0.043835382	0.859799713	-0.737779837	131	0.107884713	0.990516246	0.526906211	0.470637484	0.189462981	0.448523144	0.373769313	0.197697575	0.964863319
"Bacteria, Bacteroidetes, Bacteroidia, Bacteroidales, Muribaculaceae, NA"	0.385503464	0.169154	0.324541591	0.090013881	0.040651661	0.002446696	0.15965123	0.188893606	0.771717727	69	-0.136340327	0.950495723	0.515462528	0.470637484	0.444546151	0.425424363	0.089330784	0.407591966	0.661688018
"Bacteria, Firmicutes, Clostridia, Clostridiales, Ruminococcaceae, Ruminiclostridium_5"	0.676506761	0.755201426	0.325790589	0.534634873	0.070076078	0.05167373	0.75521641	0.163734111	0.121937199	386	-0.038393441	0.982486862	0.916710589	0.470934473	0.774313795	0.437975486	0.270986656	0.860384652	0.661688018
"Bacteria, Firmicutes, Clostridia, Clostridiales, Lachnospiraceae, Lachnoclostridium"	0.277917588	0.018211805	0.334175035	0.359140595	0.11737612	0.977940674	0.551135831	0.083106001	-1.739647009	396	0.250833003	0.927934024	0.186671001	0.481510993	0.641322491	0.526753657	0.989557862	0.737573472	0.578433664
"Bacteria, Firmicutes, Clostridia, Clostridiales, Ruminococcaceae, Ruminococcaceae_UCG-014"	0.765003949	0.02683868	0.335561475	0.807561719	0.113173273	0.279649004	0.444316881	0.5415761	-1.571238845	361	0.210558348	0.990516246	0.242084895	0.481968871	0.925312	0.52212013	0.594126569	0.663532825	0.871822701
"Bacteria, Bacteroidetes, Bacteroidia, Bacteroidales, Muribaculaceae, NA"	0.145289971	0.449176908	0.340501508	0.14035896	0.300518734	0.583062653	0.920409934	0.660640457	-0.347582579	89	0.107141084	0.899086628	0.764448247	0.487511683	0.471354716	0.68968551	0.796852292	0.967610443	0.88742748
"Bacteria, Bacteroidetes, Bacteroidia, NA, NA, NA"	0.78220493	0.382364676	0.346561249	0.12294939	0.365482706	0.01330688	0.177120102	0.145927017	-0.417522236	68	0.073456613	0.990516246	0.730705376	0.49352876	0.470267039	0.754446913	0.136395521	0.429131643	0.661688018
"Bacteria, Firmicutes, Clostridia, Clostridiales, Lachnospiraceae, NA"	0.978538313	0.016419275	0.34689272	0.149706934	0.993541864	0.797551573	0.153510325	0.829298048	1.784646028	161	-0.309221406	0.990516246	0.180612023	0.49352876	0.473463124	0.997977319	0.89940854	0.402518352	0.955201323
"Bacteria, Firmicutes, Clostridia, Clostridiales, NA, NA"	0.491467543	0.298985825	0.351049303	0.142279417	0.942315581	0.369358241	0.60003705	0.386116826	-0.524349402	393	0.098096466	0.950495723	0.666626618	0.49787181	0.472360558	0.981717722	0.682707241	0.770987777	0.784756905
"Bacteria, Firmicutes, Clostridia, Clostridiales, Family_XIII, Anaerovorax"	0.058815068	0.968134243	0.353264476	0.185956414	0.411801366	0.737580618	0.170115277	0.240780247	-0.014064419	257	0.004976093	0.899086628	0.999547657	0.49944288	0.483701656	0.768923712	0.872823871	0.423878397	0.695188469
"Bacteria, NA, NA, NA, NA, NA"	0.212624322	0.294869256	0.354686263	0.855511762	0.380502925	0.522438101	0.338753468	0.800248694	-0.530370506	197	0.102010993	0.899086628	0.666626618	0.499885952	0.931301691	0.758199805	0.767538225	0.581307845	0.950163356
"Bacteria, Firmicutes, Clostridia, Clostridiales, Lachnospiraceae, NA"	0.119179136	0.12682624	0.356780392	0.338800696	0.174012616	0.381067956	0.050913414	0.576974379	0.896790882	618	-0.202033691	0.899086628	0.457589075	0.501270893	0.632337966	0.566073969	0.694417991	0.21349297	0.878835229
"Eukaryota, NA, NA, NA, NA, NA"	0.874326648	0.99630827	0.364869647	0.373425817	0.41557406	0.462280692	0.144062086	0.923479654	0.001606265	688	-0.007903472	0.990516246	0.999547657	0.510244158	0.648057153	0.772761682	0.728714263	0.393769701	0.985900242
"Bacteria, Firmicutes, Clostridia, NA, NA, NA"	0.901357764	0.085310114	0.365429852	0.073341257	0.328359424	0.061468465	0.935037018	0.374579369	1.06899948	266	-0.140835074	0.990516246	0.377204521	0.510244158	0.431062039	0.711422766	0.29181345	0.976161331	0.776903424
"Bacteria, Bacteroidetes, Bacteroidia, Bacteroidales, Rikenellaceae, NA"	0.072638022	0.615528148	0.371004722	0.433724931	0.89464676	0.112997894	0.420969319	0.078363742	0.210752082	436	-0.032652448	0.899086628	0.862121723	0.516429413	0.710334125	0.975094714	0.373769313	0.647976664	0.576954999
"Bacteria, Firmicutes, Clostridia, Clostridiales, Ruminococcaceae, NA"	0.327275231	0.200081496	0.373976104	0.478555773	0.76535826	0.715143908	0.067894017	0.951407436	0.698793074	121	-0.089450272	0.929016493	0.550224114	0.518963763	0.74521974	0.924808725	0.860729646	0.248944729	0.985900242
"Bacteria, Firmicutes, Clostridia, Clostridiales, NA, NA"	0.381762012	0.005044294	0.38039729	0.44848019	0.195108515	0.571133152	0.51264262	0.297930634	2.297199606	79	-0.257081343	0.950495723	0.073386342	0.526255147	0.728577926	0.583813313	0.790572575	0.713242498	0.739488206
"Bacteria, NA, NA, NA, NA, NA"	0.492474868	0.04222087	0.382601567	0.806774341	0.192224126	0.008841181	0.005421022	0.221817065	-1.374472825	174	0.196626923	0.950495723	0.288843423	0.527685953	0.925312	0.583813313	0.116778962	0.051494759	0.682058201
"Bacteria, Firmicutes, Clostridia, Clostridiales, Ruminococcaceae, Ruminiclostridium"	0.779344919	0.659273017	0.390463974	0.695789422	0.677416027	0.686686018	0.760268586	0.507658676	-0.180934699	19	0.026073453	0.990516246	0.884917056	0.536887964	0.86163837	0.900017374	0.855556919	0.863680435	0.868617507
"Bacteria, Firmicutes, Clostridia, Clostridiales, Lachnospiraceae, NA"	0.037921977	0.397851968	0.404198148	0.548503827	0.359320973	0.381418809	0.755459695	0.967462559	0.400278489	602	-0.098619175	0.899086628	0.741451395	0.553630683	0.775348035	0.748585361	0.694417991	0.860384652	0.985900242
"Bacteria, Firmicutes, Bacilli, Lactobacillales, NA, NA"	0.17219819	0.278883595	0.405095622	0.851716294	0.944497613	0.861165668	0.024305586	0.797857765	0.554577032	125	-0.080591615	0.899086628	0.666626618	0.553630683	0.930272651	0.981717722	0.933619511	0.140536144	0.950163356
"Bacteria, Firmicutes, Clostridia, Clostridiales, Ruminococcaceae, Oscillibacter"	0.98173118	0.992119906	0.409335794	0.33272566	0.97879079	0.742152549	0.982452758	0.749347491	0.003435837	27	-0.00092567	0.990516246	0.999547657	0.557735478	0.632337966	0.989788439	0.872823871	0.997919638	0.93408967
"Bacteria, Firmicutes, Clostridia, Clostridiales, Lachnospiraceae, Tyzzerella"	0.289869097	0.498417367	0.413714013	0.273354966	0.15946793	0.085104385	0.058095562	0.782311622	-0.302406833	140	0.062226177	0.927934024	0.808583571	0.562003072	0.594249925	0.552004375	0.358711007	0.225871537	0.94883265
"Bacteria, Firmicutes, Clostridia, Clostridiales, NA, NA"	0.360410361	0.732276124	0.41944129	0.268935804	0.939433873	0.71235443	0.697883933	0.768368796	-0.135325126	464	0.030256129	0.950495723	0.916710589	0.568072138	0.5917915	0.981717722	0.860729646	0.834869108	0.944207088
"Bacteria, Firmicutes, Clostridia, Clostridiales, Ruminococcaceae, Ruminiclostridium"	0.217024963	0.908307156	0.426493213	0.93649091	0.558809525	0.657672709	0.02837447	0.458470973	-0.041767264	135	0.010088017	0.899086628	0.974499611	0.57589353	0.966561719	0.838214287	0.837109747	0.156059587	0.84902032
"Bacteria, Firmicutes, Clostridia, Clostridiales, NA, NA"	0.470163227	0.188335418	0.430508595	0.300786121	0.445026011	0.220715359	0.861963267	0.644289097	0.725067999	312	-0.139978346	0.950495723	0.528689056	0.579580228	0.614546199	0.795985166	0.540992539	0.934484215	0.88162093
"NA, NA, NA, NA, NA, NA"	0.352009644	0.067787529	0.439912587	0.166240698	0.143919491	0.311552869	0.183420718	0.627696088	1.168850195	692	-0.208741216	0.950495723	0.359672656	0.590477906	0.473470343	0.526753657	0.632929478	0.433103372	0.878835229
"Bacteria, Bacteroidetes, Bacteroidia, Bacteroidales, NA, NA"	0.364288977	0.428286425	0.452690364	0.005246508	0.188569272	0.001173665	0.503699714	0.024615793	-0.368265691	96	0.071129094	0.950495723	0.75300421	0.605825976	0.189462981	0.583813313	0.088220482	0.703308269	0.438610926
"Bacteria, Firmicutes, Clostridia, Clostridiales, Lachnospiraceae, GCA-900066575"	0.863945885	0.557727719	0.454712329	0.636700727	0.208924694	0.244744746	0.434891767	0.615365548	0.253577771	275	-0.078195627	0.990516246	0.840683454	0.606731539	0.821997159	0.595038685	0.560303961	0.662680344	0.878835229
"Bacteria, Firmicutes, Clostridia, Clostridiales, NA, NA"	0.729937195	0.000124755	0.456398593	0.042969463	0.486692216	0.541960413	0.078424908	0.221789665	3.903941957	55	-0.371482395	0.990516246	0.006501448	0.607185148	0.366479111	0.804971648	0.77594967	0.278501053	0.682058201
"Bacteria, Firmicutes, Clostridia, Clostridiales, Lachnospiraceae, Lachnoclostridium"	0.076593136	0.248002989	0.457945224	0.180804781	0.280543362	0.676192871	0.66643047	0.470697918	-0.605543085	341	0.108838355	0.899086628	0.616459708	0.60745087	0.483701656	0.688403419	0.849479067	0.813057827	0.855024331
"Bacteria, Firmicutes, Clostridia, Clostridiales, Ruminococcaceae, NA"	0.139473388	0.07252301	0.461998157	0.128759084	0.487424178	0.639435625	0.439353733	0.223569152	-1.13952418	249	0.185208874	0.899086628	0.361537449	0.610693142	0.470267039	0.804971648	0.823245197	0.662680344	0.682058201
"Bacteria, Bacteroidetes, Bacteroidia, Bacteroidales, Muribaculaceae, NA"	0.524979103	0.397338986	0.463097682	0.156617143	0.847287551	0.610575549	0.889563868	0.737446627	-0.40083882	86	0.117472916	0.951195681	0.741451395	0.610693142	0.473470343	0.965866238	0.803774752	0.953602495	0.924375995
"Bacteria, Bacteroidetes, Bacteroidia, Bacteroidales, Prevotellaceae, NA"	0.629404611	0.678561697	0.470417876	0.729795454	0.900559875	0.957968309	0.745397988	0.868791804	-0.168410659	58	0.03309711	0.958706655	0.899565579	0.61733096	0.882511394	0.975094714	0.986401159	0.860331482	0.970114918
"Bacteria, Firmicutes, NA, NA, NA, NA"	0.767301263	0.495763652	0.470868847	0.63900501	0.565909948	0.32839513	0.036221721	0.09399058	-0.304725318	134	0.061040825	0.990516246	0.807181974	0.61733096	0.821997159	0.8432433	0.655337184	0.183550519	0.578433664
"Bacteria, Firmicutes, Clostridia, Clostridiales, Ruminococcaceae, Anaerotruncus"	0.600695144	0.442439094	0.477212239	0.856797555	0.470514544	0.803582111	0.227567886	0.625575873	-0.354146506	194	0.073594976	0.957368688	0.761603172	0.623413242	0.931301691	0.796809582	0.89940854	0.475153318	0.878835229
"Bacteria, Firmicutes, Clostridia, Clostridiales, NA, NA"	0.957165233	0.302144945	0.478286821	0.174347309	0.452585346	0.243753372	0.363844768	0.638799009	-0.519784667	211	0.120470197	0.990516246	0.666626618	0.623413242	0.480637539	0.796809582	0.560303961	0.595921498	0.879081206
"Bacteria, Firmicutes, Clostridia, Clostridiales, Ruminococcaceae, Ruminiclostridium_5"	0.678656613	0.902069093	0.479654978	0.545461051	0.78330725	0.75283478	0.890169956	0.528438161	-0.044760197	338	0.0221174	0.982486862	0.974499611	0.623413242	0.774313795	0.932508631	0.872823871	0.953602495	0.871822701
"Bacteria, Firmicutes, Clostridia, Clostridiales, Lachnospiraceae, NA"	0.486074976	0.818977676	0.485168719	0.320044032	0.225327082	0.417140711	0.241023702	0.646522016	-0.086727936	207	0.00606355	0.950495723	0.926162736	0.628767507	0.62925846	0.62590856	0.703931293	0.480980928	0.88162093
"Bacteria, NA, NA, NA, NA, NA"	0.158479138	0.806197909	0.490829485	0.902916338	0.238485468	0.831335385	0.224905835	0.303756452	0.093558332	380	-0.021710232	0.899086628	0.922830602	0.634281083	0.956029064	0.646496751	0.912720853	0.472173528	0.739488206
"Bacteria, Firmicutes, NA, NA, NA, NA"	0.025031766	0.72294922	0.492640702	0.893193451	0.328835412	0.456751616	0.818167739	0.797974856	0.140892206	576	-0.024554333	0.899086628	0.914480201	0.634460564	0.954719841	0.711422766	0.727897452	0.904396201	0.950163356
"Bacteria, Firmicutes, NA, NA, NA, NA"	0.645522525	0.170407525	0.493781946	0.545025097	0.466988922	0.961443792	0.464809826	0.463961353	0.76851123	199	-0.131112791	0.964008804	0.515797275	0.634460564	0.774313795	0.796809582	0.987010961	0.67343073	0.852173914
"Bacteria, Firmicutes, Clostridia, Clostridiales, Ruminococcaceae, NA"	0.063924708	0.997331365	0.496401737	0.213454134	0.214232228	0.600292393	0.740888721	0.46981908	-0.001160523	227	0.010616776	0.899086628	0.999547657	0.634640061	0.524887214	0.60252814	0.80167671	0.860331482	0.855024331
"Bacteria, Firmicutes, Clostridia, Clostridiales, Ruminococcaceae, Harryflintia"	0.714296053	0.764236279	0.496736012	0.758696996	0.196509385	0.901652688	0.398751666	0.220595677	-0.11677235	655	0.017742382	0.990516246	0.916710589	0.634640061	0.900827568	0.583813313	0.95906925	0.628800704	0.682058201
"Bacteria, NA, NA, NA, NA, NA"	0.980490436	0.204003127	0.498265838	0.761213828	0.110061573	0.657291558	0.03137196	0.230971867	0.690363175	476	-0.139683828	0.990516246	0.554117956	0.634796308	0.901306539	0.52212013	0.837109747	0.166455929	0.687846715
"Bacteria, Firmicutes, Clostridia, Clostridiales, Lachnospiraceae, Lachnospiraceae_UCG-006"	0.446917554	0.287820318	0.506030488	0.812245944	0.719812443	0.750909178	0.191873005	0.480395766	-0.540878552	486	0.10181761	0.950495723	0.666626618	0.642872536	0.925343481	0.917093536	0.872823871	0.439262564	0.855024331
"Bacteria, Firmicutes, Clostridia, Clostridiales, Ruminococcaceae, Anaerotruncus"	0.716355721	0.418385529	0.518572632	0.774673501	0.548580555	0.68505895	0.616925504	0.286390269	-0.378423345	477	0.076602767	0.990516246	0.75300421	0.656955778	0.90561234	0.828393455	0.855556919	0.78063305	0.737682423
"Bacteria, NA, NA, NA, NA, NA"	0.535992337	0.379878063	0.525146038	0.079011248	0.137091618	0.47878453	0.187187978	0.416075685	-0.420355785	548	0.057724872	0.951195681	0.729042581	0.661826963	0.432552051	0.526753657	0.736207937	0.435163805	0.8214835
"Bacteria, Firmicutes, Clostridia, Clostridiales, Ruminococcaceae, Ruminiclostridium_5"	0.291366999	0.786352408	0.525352667	0.064883403	0.595894896	0.280073197	0.306304158	0.57805248	-0.104382779	371	0.014315023	0.927934024	0.918124901	0.661826963	0.417107589	0.857328504	0.594126569	0.546020456	0.878835229
"Bacteria, Firmicutes, Clostridia, Clostridiales, Lachnospiraceae, NA"	0.142348996	0.750444594	0.529316457	0.524089802	0.887088186	0.973028213	0.75497839	0.857935185	-0.124681367	342	0.031097952	0.899086628	0.916710589	0.664963014	0.765715619	0.975094714	0.989557862	0.860384652	0.964863319
"Bacteria, Tenericutes, Mollicutes, Mollicutes_RF39, NA, NA"	0.907824567	0.390372956	0.53264965	0.523900995	0.473316553	0.415172527	0.442856073	0.922952553	-0.408520276	302	0.082243201	0.990516246	0.73974035	0.667291645	0.765715619	0.796809582	0.703931293	0.663532825	0.985900242
"Bacteria, Firmicutes, Clostridia, Clostridiales, Ruminococcaceae, Ruminiclostridium_9"	0.881633432	0.410033541	0.5393239	0.15644886	0.293718792	0.293445303	0.063791201	0.959695607	-0.387180616	152	0.067381203	0.990516246	0.75300421	0.673162782	0.473470343	0.688403419	0.609122859	0.239748596	0.985900242
"NA, NA, NA, NA, NA, NA"	0.446696208	0.006375776	0.540321346	0.370623692	0.86860233	0.284450948	0.960069863	0.342374821	-2.195466948	467	0.264638968	0.950495723	0.089858593	0.673162782	0.648057153	0.968467488	0.596685478	0.983740749	0.756945167
"Bacteria, NA, NA, NA, NA, NA"	0.472344575	0.043116202	0.543764429	0.773486082	0.069968681	0.426823789	0.484735951	0.284612492	-1.365359502	401	0.209153123	0.950495723	0.288843423	0.675586109	0.90561234	0.437975486	0.705119153	0.692800995	0.737682423
