bugNames	pValues	log10PValues	xGroup	yGroup	xSampleSize	ySampleSize	meanXGroup	meanYGroup	pValuesAdjusted
k__Bacteria.p__Firmicutes.c__Bacilli.o__Lactobacillales.f__Lactobacillaceae.g__Lactobacillus	0.054197636	-1.26601966	DIO	LCCR	18	20	6.835164448	7.743647805	0.109655681
k__Bacteria.p__Proteobacteria.c__Gammaproteobacteria.o__Enterobacteriales.f__Enterobacteriaceae.g__	0.055024714	-1.259442209	Control	LCCR	18	20	0.972441025	1.961997093	0.111062752
k__Bacteria.p__Firmicutes.c__Clostridia.o__Clostridiales.f__Peptococcaceae.g__	0.055148401	1.258467076	ICR	LCCR	20	20	4.492039379	3.836634771	0.111062752
k__Bacteria.p__Proteobacteria.c__Deltaproteobacteria.o__Desulfovibrionales.f__Desulfovibrionaceae.g__Desulfovibrio	0.05557439	1.255125293	FOb	HCCR	17	19	5.799813196	5.265572854	0.11166217
k__Bacteria.p__Bacteroidetes.c__Bacteroidia.o__Bacteroidales.f__Porphyromonadaceae.g__Parabacteroides	0.056851991	-1.245254318	FOb	HCCR	17	19	6.361337963	6.903354383	0.113965974
k__Bacteria.p__TM7.c__TM7.3.o__CW040.f__F16.g__	0.057242408	-1.242282109	DIO	LCCR	18	20	1.665062057	2.689502089	0.114484815
k__Bacteria.p__Bacteroidetes.c__Bacteroidia.o__Bacteroidales.f__Bacteroidaceae.g__Bacteroides	0.057943712	-1.236993687	DIO	ICR	18	20	8.062554024	8.396765033	0.115621627
k__Bacteria.p__Firmicutes.c__Erysipelotrichi.o__Erysipelotrichales.f__Erysipelotrichaceae.g__Coprobacillus	0.058096932	-1.235846798	Control	HCCR	18	19	0.663514587	1.609022799	0.115662085
k__Bacteria.p__Bacteroidetes.c__Bacteroidia.o__Bacteroidales.f__.Odoribacteraceae..g__Odoribacter	0.0601869	-1.220498028	Control	FOb	18	17	8.504078828	8.836949353	0.119549321
k__Bacteria.p__Proteobacteria.c__Gammaproteobacteria.o__Pseudomonadales.f__Moraxellaceae.g__Acinetobacter	0.063324438	-1.198428654	HCCR	LCCR	19	20	0.317300897	0.808832748	0.1254949
k__Bacteria.p__Firmicutes.c__Clostridia.o__Clostridiales.f__Clostridiaceae.g__Clostridium	0.063987434	1.193905308	FOb	HCCR	17	19	0.825958128	0.1678019	0.126053749
k__Bacteria.p__Firmicutes.c__Bacilli.o__Bacillales.f__Staphylococcaceae.g__Staphylococcus	0.064113441	-1.193050911	DIO	FOb	18	17	0.120023616	0.635414709	0.126053749
k__Bacteria.p__Firmicutes.c__Bacilli.o__Lactobacillales.f__Enterococcaceae.g__Enterococcus	0.064143285	1.192848805	HCCR	LCCR	19	20	1.829143769	1.284201259	0.126053749
k__Bacteria.p__Firmicutes.c__Clostridia.o__Clostridiales.f__Clostridiaceae.g__Clostridium	0.06418599	-1.192559758	DIO	LCCR	18	20	0.10717621	0.703392097	0.126053749
k__Bacteria.p__Bacteroidetes.c__Bacteroidia.o__Bacteroidales.f__.Odoribacteraceae..g__Odoribacter	0.065854969	-1.181411449	HCCR	LCCR	19	20	9.379768318	9.522699412	0.129040142
k__Bacteria.p__Firmicutes.c__Clostridia.o__Clostridiales.f__Lachnospiraceae.g__Blautia	0.066306123	-1.178446367	Control	ICR	18	20	0.082142599	0.282770644	0.129632195
k__Bacteria.p__Firmicutes.c__Clostridia.o__Clostridiales.f__Lachnospiraceae.g__Blautia	0.069563024	-1.157621549	DIO	LCCR	18	20	0.100713009	0.34641572	0.135382696
k__Bacteria.p__Firmicutes.c__Bacilli.o__Lactobacillales.f__Enterococcaceae.g__Enterococcus	0.069565227	1.157607794	Control	LCCR	18	20	1.967115294	1.284201259	0.135382696
k__Bacteria.p__Proteobacteria.c__Gammaproteobacteria.o__Enterobacteriales.f__Enterobacteriaceae.g__	0.069714308	-1.156678081	ICR	LCCR	20	20	1.207530596	1.961997093	0.135382696
k__Bacteria.p__Proteobacteria.c__Gammaproteobacteria.o__Pseudomonadales.f__Moraxellaceae.g__Acinetobacter	0.071353769	-1.146583079	DIO	HCCR	18	19	0.095971206	0.317300897	0.138257861
k__Bacteria.p__Actinobacteria.c__Actinobacteria.o__Actinomycetales.f__Corynebacteriaceae.g__Corynebacterium	0.071970962	-1.142842693	DIO	FOb	18	17	0.061485058	0.412916936	0.13914386
k__Bacteria.p__Firmicutes.c__Bacilli.o__Lactobacillales.f__Streptococcaceae.g__Streptococcus	0.073187559	1.135562738	DIO	LCCR	18	20	3.911746943	3.381512338	0.141182209
k__Bacteria.p__Firmicutes.c__Clostridia.o__Clostridiales.f__Lachnospiraceae.g__.Ruminococcus.	0.073638065	-1.132897632	Control	FOb	18	17	5.774496611	6.006828703	0.141736984
k__Bacteria.p__Firmicutes.c__Clostridia.o__Clostridiales.f__Lachnospiraceae.g__Blautia	0.074227375	1.1294359	HCCR	ICR	19	20	0.683693404	0.282770644	0.142555885
k__Bacteria.p__Tenericutes.c__Mollicutes.o__RF39.f__.g__	0.075242139	1.123538865	Control	FOb	18	17	4.013216473	2.669880312	0.144186479
k__Bacteria.p__Firmicutes.c__Clostridia.o__Clostridiales.Other.Other	0.080003863	-1.096889043	Control	ICR	18	20	5.849458425	6.268685964	0.152454024
k__Bacteria.p__Firmicutes.c__Clostridia.o__Clostridiales.f__Peptococcaceae.g__	0.080151595	1.096087831	FOb	LCCR	17	20	4.429586764	3.836634771	0.152454024
k__Bacteria.p__TM7.c__TM7.3.o__CW040.f__F16.g__	0.080165982	-1.096009882	DIO	FOb	18	17	1.665062057	2.699559547	0.152454024
k__Bacteria.p__Firmicutes.c__Clostridia.o__Clostridiales.f__Clostridiaceae.g__	0.080257406	1.095514883	ICR	LCCR	20	20	7.877533361	7.34575169	0.152454024
k__Bacteria.p__Firmicutes.c__Clostridia.o__Clostridiales.f__Ruminococcaceae.g__Anaerotruncus	0.082091369	1.085702501	FOb	LCCR	17	20	1.863758758	1.285798175	0.15559802
k__Bacteria.p__Firmicutes.c__Clostridia.o__Clostridiales.f__Lachnospiraceae.g__	0.083565756	-1.077971655	Control	FOb	18	17	7.524610298	7.956742344	0.158048277
k__Bacteria.p__Firmicutes.c__Clostridia.o__Clostridiales.f__Lachnospiraceae.g__.Ruminococcus.	0.085590767	1.067573081	FOb	ICR	17	20	6.006828703	5.710510268	0.161527044
k__Bacteria.p__Firmicutes.c__Clostridia.o__Clostridiales.f__.Mogibacteriaceae..g__	0.089021583	1.050504686	FOb	HCCR	17	19	4.407585381	4.094384851	0.167638047
k__Bacteria.p__Proteobacteria.c__Gammaproteobacteria.o__Pseudomonadales.f__Moraxellaceae.g__Acinetobacter	0.089524209	-1.048059507	HCCR	ICR	19	20	0.317300897	0.834052726	0.168220436
k__Bacteria.p__Verrucomicrobia.c__Verrucomicrobiae.o__Verrucomicrobiales.f__Verrucomicrobiaceae.g__Akkermansia	0.089724739	-1.047087795	Control	FOb	18	17	5.05105031	6.033732165	0.168233886
k__Bacteria.p__Proteobacteria.c__Alphaproteobacteria.o__RF32.f__.g__	0.092655152	-1.033130428	Control	FOb	18	17	4.77824533	5.241970146	0.1733548
k__Bacteria.p__Verrucomicrobia.c__Verrucomicrobiae.o__Verrucomicrobiales.f__Verrucomicrobiaceae.g__Akkermansia	0.093739046	-1.028079471	Control	HCCR	18	19	5.05105031	6.08848807	0.175006373
k__Bacteria.p__Firmicutes.c__Clostridia.o__Clostridiales.f__Clostridiaceae.g__Clostridium	0.095109401	-1.021776554	HCCR	LCCR	19	20	0.1678019	0.703392097	0.177184537
k__Bacteria.p__Firmicutes.c__Clostridia.o__Clostridiales.f__Clostridiaceae.g__Clostridium	0.095314372	-1.020841609	DIO	ICR	18	20	0.10717621	0.511471995	0.177186974
k__Bacteria.p__Firmicutes.c__Clostridia.o__Clostridiales.f__Lachnospiraceae.g__Coprococcus	0.097096324	1.012797214	DIO	HCCR	18	19	5.899837859	5.592609941	0.180114715
k__Bacteria.p__Actinobacteria.c__Actinobacteria.o__Actinomycetales.f__Propionibacteriaceae.g__Propionibacterium	0.098619858	1.006035629	Control	ICR	18	20	0.671667087	0.345191858	0.182546877
k__Bacteria.p__Firmicutes.c__Bacilli.o__Bacillales.f__Staphylococcaceae.g__Staphylococcus	0.098827102	-1.005123938	Control	FOb	18	17	0.161939483	0.635414709	0.182546877
k__Bacteria.p__Proteobacteria.c__Alphaproteobacteria.o__Rhizobiales.f__Rhizobiaceae.g__Agrobacterium	0.10061012	0.997358332	HCCR	ICR	19	20	0.567211502	0.253393585	0.18544662
k__Bacteria.p__TM7.c__TM7.3.o__CW040.f__F16.g__	0.10130909	-0.994351586	FOb	ICR	17	20	2.699559547	3.383415569	0.186340186
k__Bacteria.p__Actinobacteria.c__Actinobacteria.o__Actinomycetales.f__Propionibacteriaceae.g__Propionibacterium	0.10245932	0.98944853	FOb	ICR	17	20	0.709028412	0.345191858	0.188058246
k__Bacteria.p__Firmicutes.c__Clostridia.o__Clostridiales.f__Ruminococcaceae.g__	0.103216008	-0.986252942	ICR	LCCR	20	20	8.337981388	8.506047849	0.189048267
k__Bacteria.p__Bacteroidetes.c__Bacteroidia.o__Bacteroidales.f__Rikenellaceae.g__AF12	0.104291579	-0.981750759	HCCR	ICR	19	20	6.943226293	7.127332301	0.190370403
k__Bacteria.p__Firmicutes.c__Erysipelotrichi.o__Erysipelotrichales.f__Erysipelotrichaceae.g__Allobaculum	0.104375497	-0.981401443	Control	HCCR	18	19	0.394388648	0.811946967	0.190370403
k__Bacteria.p__Firmicutes.c__Bacilli.o__Lactobacillales.f__Lactobacillaceae.g__Lactobacillus	0.106048746	-0.974494464	Control	HCCR	18	19	7.572491018	8.18668915	0.193017592
k__Bacteria.p__Firmicutes.c__Bacilli.o__Lactobacillales.f__Enterococcaceae.g__Enterococcus	0.106601267	0.972237634	DIO	LCCR	18	20	1.881965363	1.284201259	0.193618167
k__Bacteria.p__Firmicutes.c__Clostridia.o__Clostridiales.f__Ruminococcaceae.g__Ruminococcus	0.107669868	0.967905821	Control	ICR	18	20	7.076061747	6.75804999	0.195151635
k__Bacteria.p__Firmicutes.c__Clostridia.o__Clostridiales.f__Ruminococcaceae.g__Ruminococcus	0.108079372	0.966257189	FOb	ICR	17	20	7.090139504	6.75804999	0.195486597
k__Bacteria.p__Firmicutes.c__Clostridia.o__Clostridiales.f__.Mogibacteriaceae..g__	0.108701266	0.963765398	Control	HCCR	18	19	4.430222212	4.094384851	0.19620353
k__Bacteria.p__Firmicutes.c__Clostridia.o__Clostridiales.f__Ruminococcaceae.g__Ruminococcus	0.112719402	0.948001322	DIO	LCCR	18	20	7.193554962	6.865717115	0.203034949
k__Bacteria.p__Firmicutes.c__Clostridia.o__Clostridiales.f__Lachnospiraceae.g__Blautia	0.115209297	-0.938512473	DIO	ICR	18	20	0.100713009	0.282770644	0.207091092
k__Bacteria.p__Firmicutes.c__Clostridia.o__Clostridiales.f__Lachnospiraceae.g__Coprococcus	0.115505018	0.937399148	Control	FOb	18	17	6.093677303	5.726038056	0.207194568
k__Bacteria.p__Proteobacteria.c__Alphaproteobacteria.o__Rhizobiales.f__.g__	0.115755732	-0.936457493	ICR	LCCR	20	20	0.403796083	0.843015188	0.207217052
k__Bacteria.p__Firmicutes.c__Bacilli.o__Lactobacillales.f__Lactobacillaceae.g__Lactobacillus	0.116964335	0.931946544	Control	DIO	18	18	7.572491018	6.835164448	0.20895066
k__Bacteria.p__Firmicutes.c__Bacilli.o__Bacillales.Other.Other	0.118124898	-0.927658552	DIO	ICR	18	20	0.75999528	1.24488687	0.210591519
k__Bacteria.p__Bacteroidetes.c__Bacteroidia.o__Bacteroidales.f__Rikenellaceae.g__	0.118430121	-0.926537826	HCCR	ICR	19	20	9.222575355	9.430796646	0.210703897
k__Bacteria.p__Bacteroidetes.c__Bacteroidia.o__Bacteroidales.f__Porphyromonadaceae.g__Parabacteroides	0.119665105	-0.922032474	Control	ICR	18	20	6.321779875	6.69789235	0.212466615
k__Bacteria.p__Deferribacteres.c__Deferribacteres.o__Deferribacterales.f__Deferribacteraceae.g__Mucispirillum	0.12127745	0.916219944	HCCR	ICR	19	20	6.05050646	5.689634829	0.214890797
k__Bacteria.p__Firmicutes.c__Clostridia.o__Clostridiales.f__Clostridiaceae.g__	0.124270277	-0.905632735	Control	FOb	18	17	5.683119602	6.426283048	0.219746221
k__Bacteria.p__Bacteroidetes.c__Bacteroidia.o__Bacteroidales.f__Bacteroidaceae.g__Bacteroides	0.124905453	-0.903418601	Control	ICR	18	20	8.164846322	8.396765033	0.220421388
k__Bacteria.p__Firmicutes.c__Erysipelotrichi.o__Erysipelotrichales.f__Erysipelotrichaceae.g__Coprobacillus	0.128566382	-0.890872577	Control	FOb	18	17	0.663514587	1.472156373	0.226422576
k__Bacteria.p__Proteobacteria.c__Deltaproteobacteria.o__Desulfovibrionales.f__Desulfovibrionaceae.g__Bilophila	0.131159647	-0.882199762	ICR	LCCR	20	20	5.073213962	5.666460962	0.230523016
k__Bacteria.p__Bacteroidetes.c__Bacteroidia.o__Bacteroidales.f__.Odoribacteraceae..g__Odoribacter	0.131584199	-0.880796257	Control	DIO	18	18	8.504078828	8.825564686	0.230802931
k__Bacteria.p__Firmicutes.c__Clostridia.o__Clostridiales.f__Lachnospiraceae.g__.Ruminococcus.	0.132852909	0.876628932	FOb	HCCR	17	19	6.006828703	5.749309821	0.232559418
k__Bacteria.p__Deferribacteres.c__Deferribacteres.o__Deferribacterales.f__Deferribacteraceae.g__Mucispirillum	0.134615019	0.870906484	DIO	FOb	18	17	7.030152418	6.149531537	0.234841201
k__Bacteria.p__Actinobacteria.c__Actinobacteria.o__Actinomycetales.f__Propionibacteriaceae.g__Propionibacterium	0.134696275	-0.870644415	Control	DIO	18	18	0.671667087	1.110206148	0.234841201
k__Bacteria.p__Actinobacteria.c__Actinobacteria.o__Actinomycetales.f__Corynebacteriaceae.g__Corynebacterium	0.136719366	0.864169965	Control	DIO	18	18	0.300071037	0.061485058	0.237507304
k__Bacteria.Other.Other.Other.Other.Other	0.136771447	-0.864004557	Control	LCCR	18	20	0.322948234	0.575141764	0.237507304
k__Bacteria.p__Firmicutes.c__Erysipelotrichi.o__Erysipelotrichales.f__Erysipelotrichaceae.g__Coprobacillus	0.138019574	0.860059316	Control	DIO	18	18	0.663514587	0.241104459	0.23919727
k__Bacteria.p__Firmicutes.c__Clostridia.o__Clostridiales.f__Lachnospiraceae.Other	0.138672392	0.858009994	Control	DIO	18	18	4.662578956	4.242633121	0.239393171
k__Bacteria.p__Proteobacteria.c__Gammaproteobacteria.o__Enterobacteriales.f__Enterobacteriaceae.g__	0.13868294	-0.857976959	DIO	LCCR	18	20	1.223855465	1.961997093	0.239393171
k__Bacteria.Other.Other.Other.Other.Other	0.140518911	-0.852265225	Control	ICR	18	20	0.322948234	0.564451551	0.242082084
k__Bacteria.p__Firmicutes.c__Erysipelotrichi.o__Erysipelotrichales.f__Erysipelotrichaceae.g__	0.141661093	0.848749413	HCCR	LCCR	19	20	5.802891301	5.345072767	0.243567491
k__Bacteria.p__Deferribacteres.c__Deferribacteres.o__Deferribacterales.f__Deferribacteraceae.g__Mucispirillum	0.142923008	0.844897851	Control	ICR	18	20	6.341974337	5.689634829	0.245224818
k__Bacteria.p__Firmicutes.c__Erysipelotrichi.o__Erysipelotrichales.f__Erysipelotrichaceae.g__Coprobacillus	0.143188744	-0.84409112	Control	LCCR	18	20	0.663514587	1.322186711	0.245224818
k__Bacteria.p__Proteobacteria.c__Gammaproteobacteria.o__Pseudomonadales.f__Pseudomonadaceae.g__Pseudomonas	0.144718189	-0.839476881	HCCR	LCCR	19	20	0.344350661	0.624044377	0.247357219
k__Bacteria.p__Firmicutes.c__Clostridia.o__Clostridiales.f__Lachnospiraceae.g__Blautia	0.145232872	0.837935076	HCCR	LCCR	19	20	0.683693404	0.34641572	0.24768949
k__Bacteria.p__Firmicutes.c__Bacilli.o__Lactobacillales.f__Lactobacillaceae.g__Lactobacillus	0.145481988	-0.837190774	Control	ICR	18	20	7.572491018	8.072186032	0.24768949
k__Bacteria.p__TM7.c__TM7.3.Other.Other.Other	0.14576863	0.836335928	FOb	LCCR	17	20	4.787103828	4.050418523	0.247692789
k__Bacteria.p__Firmicutes.c__Bacilli.o__Turicibacterales.f__Turicibacteraceae.g__Turicibacter	0.146692802	0.833591196	ICR	LCCR	20	20	5.807389479	4.945698897	0.248777266
k__Bacteria.p__Firmicutes.c__Erysipelotrichi.o__Erysipelotrichales.f__Erysipelotrichaceae.g__	0.148377996	-0.828630498	Control	FOb	18	17	4.260176711	4.870223678	0.251145636
k__Bacteria.Other.Other.Other.Other.Other	0.15076854	-0.821689272	FOb	LCCR	17	20	0.351462643	0.575141764	0.254696368
k__Bacteria.Other.Other.Other.Other.Other	0.154148219	-0.81206149	FOb	ICR	17	20	0.351462643	0.564451551	0.259901066
k__Bacteria.p__Firmicutes.c__Clostridia.o__Clostridiales.f__Clostridiaceae.g__Clostridium	0.155667942	-0.807800817	HCCR	ICR	19	20	0.1678019	0.511471995	0.261955724
k__Bacteria.p__Firmicutes.c__Bacilli.o__Lactobacillales.f__Enterococcaceae.g__Enterococcus	0.158678367	0.799482279	Control	ICR	18	20	1.967115294	1.450267797	0.266506137
k__Bacteria.p__Firmicutes.c__Clostridia.o__Clostridiales.f__Peptococcaceae.g__	0.160255717	-0.795186468	Control	ICR	18	20	4.10499094	4.492039379	0.268636751
k__Bacteria.p__Proteobacteria.c__Alphaproteobacteria.o__Rhizobiales.f__Rhizobiaceae.g__Agrobacterium	0.162361719	-0.789516359	FOb	HCCR	17	19	0.286884019	0.567211502	0.27143766
k__Bacteria.p__Firmicutes.c__Clostridia.o__Clostridiales.f__Lachnospiraceae.g__Anaerostipes	0.162550599	-0.789011427	DIO	LCCR	18	20	0	0.046616524	0.27143766
k__Bacteria.p__Firmicutes.c__Clostridia.o__Clostridiales.f__Ruminococcaceae.g__Anaerotruncus	0.164589947	0.783596695	HCCR	ICR	19	20	1.060417419	0.764703845	0.273797752
k__Bacteria.p__Firmicutes.c__Clostridia.o__Clostridiales.f__Lachnospiraceae.Other	0.164593361	0.783587686	Control	FOb	18	17	4.662578956	4.297880597	0.273797752
k__Bacteria.p__Firmicutes.c__Clostridia.o__Clostridiales.f__Lachnospiraceae.g__Dorea	0.166732615	0.777979438	FOb	LCCR	17	20	3.847693383	3.538049315	0.276827052
k__Bacteria.p__Proteobacteria.c__Gammaproteobacteria.o__Pseudomonadales.f__Pseudomonadaceae.g__Pseudomonas	0.16819801	0.774179147	FOb	HCCR	17	19	0.601559494	0.344350661	0.278728131
k__Bacteria.p__Proteobacteria.c__Gammaproteobacteria.o__Pseudomonadales.f__Moraxellaceae.g__Acinetobacter	0.171157042	-0.766605227	Control	DIO	18	18	0	0.095971206	0.283092446
k__Bacteria.p__Tenericutes.c__Mollicutes.o__RF39.f__.g__	0.172937823	-0.762110013	ICR	LCCR	20	20	2.496069929	3.383352703	0.285495077
k__Bacteria.p__Firmicutes.c__Erysipelotrichi.o__Erysipelotrichales.f__Erysipelotrichaceae.g__	0.174038543	0.759354562	Control	DIO	18	18	4.260176711	3.65242436	0.286768053
k__Bacteria.p__Proteobacteria.c__Deltaproteobacteria.o__Desulfovibrionales.f__Desulfovibrionaceae.g__Desulfovibrio	0.179045128	0.747037493	DIO	FOb	18	17	6.187678354	5.799813196	0.294459851
k__Bacteria.p__Firmicutes.c__Clostridia.o__Clostridiales.f__Clostridiaceae.g__Clostridium	0.179950421	0.744847133	Control	ICR	18	20	1.06101963	0.511471995	0.295390314
k__Bacteria.p__Firmicutes.c__Bacilli.o__Lactobacillales.f__Enterococcaceae.g__Enterococcus	0.180982053	0.74236449	HCCR	ICR	19	20	1.829143769	1.450267797	0.296524267
k__Bacteria.p__Firmicutes.c__Clostridia.o__Clostridiales.f__Lachnospiraceae.Other	0.184372226	-0.734304502	DIO	HCCR	18	19	4.242633121	4.5986118	0.30151097
k__Bacteria.p__Firmicutes.c__Clostridia.o__Clostridiales.f__Lachnospiraceae.g__Coprococcus	0.186244366	0.729916857	DIO	LCCR	18	20	5.899837859	5.644756025	0.304001122
k__Bacteria.p__Proteobacteria.c__Alphaproteobacteria.o__Rhizobiales.f__Rhizobiaceae.g__Agrobacterium	0.187798607	-0.726307634	Control	FOb	18	17	0.115871199	0.286884019	0.305964022
k__Bacteria.Other.Other.Other.Other.Other	0.188356234	-0.725020002	HCCR	LCCR	19	20	0.382072878	0.575141764	0.306298923
k__Bacteria.p__Firmicutes.c__Clostridia.o__Clostridiales.f__Ruminococcaceae.Other	0.191650924	0.717489083	FOb	ICR	17	20	3.992408487	3.693635822	0.310956771
k__Bacteria.p__Firmicutes.c__Clostridia.o__Clostridiales.f__Lachnospiraceae.g__Blautia	0.192493217	-0.715584568	FOb	HCCR	17	19	0.388702859	0.683693404	0.310956771
k__Bacteria.p__Actinobacteria.c__Actinobacteria.o__Actinomycetales.f__Propionibacteriaceae.g__Propionibacterium	0.192617721	0.71530376	DIO	FOb	18	17	1.110206148	0.709028412	0.310956771
k__Bacteria.p__Firmicutes.c__Clostridia.o__Clostridiales.f__Lachnospiraceae.g__Anaerostipes	0.192970376	0.714509356	ICR	LCCR	20	20	0.138312078	0.046616524	0.310956771
k__Bacteria.Other.Other.Other.Other.Other	0.193007651	-0.714425475	HCCR	ICR	19	20	0.382072878	0.564451551	0.310956771
k__Bacteria.p__Firmicutes.c__Erysipelotrichi.o__Erysipelotrichales.f__Erysipelotrichaceae.g__Allobaculum	0.194210674	-0.711726904	HCCR	LCCR	19	20	0.811946967	1.039969525	0.312316611
k__Bacteria.p__Bacteroidetes.c__Bacteroidia.o__Bacteroidales.f__Rikenellaceae.g__AF12	0.194644302	-0.710758304	Control	FOb	18	17	7.634438211	7.810478196	0.312436426
k__Bacteria.p__Firmicutes.c__Clostridia.o__Clostridiales.f__Ruminococcaceae.g__Anaerotruncus	0.196038873	0.707657803	Control	LCCR	18	20	1.63481108	1.285798175	0.314095432
k__Bacteria.p__Proteobacteria.c__Deltaproteobacteria.o__Desulfovibrionales.f__Desulfovibrionaceae.g__Desulfovibrio	0.201016427	0.69676845	HCCR	LCCR	19	20	5.265572854	4.826078005	0.321478478
k__Bacteria.p__Firmicutes.c__Clostridia.o__Clostridiales.f__Lachnospiraceae.Other	0.20450825	0.689289168	Control	ICR	18	20	4.662578956	4.366313223	0.32646271
k__Bacteria.p__Bacteroidetes.c__Bacteroidia.o__Bacteroidales.f__Bacteroidaceae.g__Bacteroides	0.206585614	-0.684899924	FOb	LCCR	17	20	8.492919546	8.675406856	0.328865331
k__Bacteria.p__Firmicutes.c__Clostridia.o__Clostridiales.f__Ruminococcaceae.g__Ruminococcus	0.206769352	0.684513833	DIO	HCCR	18	19	7.193554962	6.897723059	0.328865331
k__Bacteria.p__Tenericutes.c__Mollicutes.o__RF39.f__.g__	0.207515957	-0.682948501	HCCR	LCCR	19	20	2.655354459	3.383352703	0.329450516
k__Bacteria.p__Firmicutes.c__Clostridia.o__Clostridiales.f__Clostridiaceae.Other	0.208407521	-0.681086612	Control	FOb	18	17	0.18824319	0.367138955	0.330263285
k__Bacteria.p__Firmicutes.c__Bacilli.o__Bacillales.Other.Other	0.209035767	0.679779397	HCCR	LCCR	19	20	1.042423408	0.763930694	0.330656577
k__Bacteria.p__Proteobacteria.c__Betaproteobacteria.o__Burkholderiales.f__Alcaligenaceae.g__Sutterella	0.210222346	0.677321121	HCCR	ICR	19	20	4.55541109	4.153312554	0.331930021
k__Bacteria.p__Proteobacteria.c__Alphaproteobacteria.o__Rhizobiales.f__Rhizobiaceae.g__Agrobacterium	0.213624195	-0.670349561	Control	ICR	18	20	0.115871199	0.253393585	0.336690307
k__Bacteria.p__Firmicutes.c__Clostridia.o__Clostridiales.Other.Other	0.218020225	-0.661503216	HCCR	ICR	19	20	5.974492417	6.268685964	0.342997461
k__Bacteria.p__Firmicutes.c__Clostridia.o__Clostridiales.f__Peptococcaceae.g__	0.219740851	0.658089197	Control	HCCR	18	19	4.10499094	3.819245671	0.345080398
k__Bacteria.p__Firmicutes.c__Clostridia.o__Clostridiales.f__Clostridiaceae.g__	0.220269108	-0.657046408	HCCR	ICR	19	20	7.625452253	7.877533361	0.345286709
k__Bacteria.p__Firmicutes.c__Clostridia.o__Clostridiales.f__Lachnospiraceae.Other	0.220770348	-0.656059258	FOb	HCCR	17	19	4.297880597	4.5986118	0.345450005
k__Bacteria.p__Deferribacteres.c__Deferribacteres.o__Deferribacterales.f__Deferribacteraceae.g__Mucispirillum	0.222220461	-0.653215957	Control	DIO	18	18	6.341974337	7.030152418	0.347094795
k__Bacteria.p__Actinobacteria.c__Actinobacteria.o__Actinomycetales.f__Propionibacteriaceae.g__Propionibacterium	0.224587041	-0.648615307	HCCR	LCCR	19	20	0.248758206	0.488604649	0.350162591
k__Bacteria.p__Proteobacteria.c__Alphaproteobacteria.o__Rhizobiales.f__.g__	0.227260017	-0.643476965	HCCR	LCCR	19	20	0.476376876	0.843015188	0.353318623
k__Bacteria.p__Proteobacteria.c__Alphaproteobacteria.o__Rhizobiales.f__Rhizobiaceae.g__Agrobacterium	0.227423482	-0.643164696	DIO	FOb	18	17	0.127166773	0.286884019	0.353318623
k__Bacteria.p__Bacteroidetes.c__Bacteroidia.o__Bacteroidales.f__Porphyromonadaceae.g__Parabacteroides	0.228162444	-0.64175584	FOb	ICR	17	20	6.361337963	6.69789235	0.353834806
k__Bacteria.p__Firmicutes.c__Clostridia.o__Clostridiales.f__Dehalobacteriaceae.g__Dehalobacterium	0.228818369	0.640509114	ICR	LCCR	20	20	4.744092297	4.385198455	0.354220607
k__Bacteria.p__Actinobacteria.c__Actinobacteria.o__Actinomycetales.f__Corynebacteriaceae.g__Corynebacterium	0.229303934	0.639588494	HCCR	LCCR	19	20	1.309385462	0.97417433	0.354239512
k__Bacteria.p__Firmicutes.c__Bacilli.o__Lactobacillales.f__Streptococcaceae.g__Streptococcus	0.229644925	-0.638943148	HCCR	ICR	19	20	2.686838512	2.960502501	0.354239512
k__Bacteria.p__Firmicutes.c__Bacilli.o__Bacillales.Other.Other	0.231931552	0.634640165	Control	LCCR	18	20	1.050477449	0.763930694	0.356628891
k__Bacteria.p__Firmicutes.c__Bacilli.o__Lactobacillales.f__Enterococcaceae.g__Enterococcus	0.232013738	0.634486299	DIO	ICR	18	20	1.881965363	1.450267797	0.356628891
k__Bacteria.p__Firmicutes.c__Bacilli.o__Lactobacillales.f__Streptococcaceae.g__Streptococcus	0.2338057	-0.631144905	Control	FOb	18	17	3.949210309	4.245936393	0.357973429
k__Bacteria.p__Firmicutes.c__Clostridia.o__Clostridiales.f__Peptococcaceae.g__	0.233902479	-0.630965176	Control	FOb	18	17	4.10499094	4.429586764	0.357973429
k__Bacteria.p__Firmicutes.c__Bacilli.o__Lactobacillales.f__Lactobacillaceae.g__Lactobacillus	0.234283587	0.630258135	HCCR	LCCR	19	20	8.18668915	7.743647805	0.357973429
k__Bacteria.p__Firmicutes.c__Clostridia.o__Clostridiales.f__Lachnospiraceae.g__Dorea	0.234534316	-0.629793605	Control	FOb	18	17	3.556778433	3.847693383	0.357973429
k__Bacteria.p__Firmicutes.c__Clostridia.o__Clostridiales.f__Lachnospiraceae.g__Coprococcus	0.234984626	0.62896055	Control	DIO	18	18	6.093677303	5.899837859	0.358032618
k__Bacteria.p__Proteobacteria.c__Gammaproteobacteria.o__Pseudomonadales.f__Moraxellaceae.g__Acinetobacter	0.238214653	-0.623031528	FOb	HCCR	17	19	0.166271409	0.317300897	0.362319489
k__Bacteria.p__Firmicutes.c__Clostridia.o__Clostridiales.f__Ruminococcaceae.Other	0.25051715	0.601162538	FOb	LCCR	17	20	3.992408487	3.785060123	0.380366353
